CustomerID,Age,Gender,City,TenureMonths,PlanType,MonthlyCharges,InternetSpeedMbps,SupportTickets,PaymentDelayDays,ContractType,Churn
100121,57,Male,Mumbai,68,Standard,1836.42,200,1,16,Monthly,1
100122,21,Female,Hyderabad,16,Family,1906.76,500,1,14,Monthly,1
100123,47,Male,Chennai,120,Basic,3720.71,100,1,5,Monthly,1
100124,30,Male,Pune,8,Basic,1400.13,100,5,23,Monthly,0
100125,30,Female,Hyderabad,34,Standard,3240.7,1000,1,24,Annual,0
100126,33,Female,Bengaluru,50,Standard,1198.47,500,2,18,Biannual,0
100127,47,Female,Pune,27,Basic,1773.07,100,0,10,Monthly,1
100128,26,Male,Kolkata,3,Basic,3737.23,200,3,18,Monthly,1
100129,72,Female,Chennai,87,Family,3118.66,1000,1,7,Monthly,1
100130,56,Female,Mumbai,101,Basic,2610.81,1000,2,21,Biannual,0
100131,71,Female,Pune,79,Basic,3056.02,50,1,7,Monthly,0
100132,24,Female,Mumbai,12,Family,505.73,50,3,9,Annual,0
100133,39,Male,Hyderabad,95,Family,1643.81,500,1,29,Monthly,0
100134,62,Female,Bengaluru,44,Family,948.27,50,1,13,Monthly,0
100135,45,Female,Mumbai,106,Standard,2552.89,500,3,8,Monthly,1
100136,25,Male,Hyderabad,93,Family,2805.09,200,2,8,Monthly,0
100137,35,Male,Hyderabad,106,Family,212.15,500,1,7,Monthly,1
100138,60,Female,Hyderabad,36,Standard,2560.97,1000,1,27,Annual,1
100139,65,Male,Hyderabad,47,Standard,3806.0,500,2,24,Monthly,1
100140,23,Male,Pune,9,Standard,3518.51,50,1,23,Monthly,0
100141,54,Female,Hyderabad,96,Standard,2379.76,50,1,17,Annual,0
100142,70,Female,Chennai,23,Standard,455.09,200,3,11,Monthly,0
100143,59,Female,Mumbai,97,Family,530.48,500,2,14,Annual,0
100144,59,Female,Hyderabad,49,Basic,1154.16,100,2,2,Annual,1
100145,47,Female,Pune,20,Standard,2907.47,500,1,12,Monthly,0
100146,44,Female,Chennai,93,Family,2141.93,200,2,29,Monthly,0
100147,18,Female,Bengaluru,92,Basic,373.14,100,1,6,Annual,0
100148,40,Other,Hyderabad,96,Basic,2069.38,200,5,24,Biannual,1
100149,52,Female,Pune,22,Basic,643.15,50,4,29,Biannual,0
100150,30,Female,Bengaluru,92,Premium,1200.49,50,2,1,Biannual,0
100151,24,Female,Hyderabad,62,Basic,3813.09,200,1,26,Biannual,0
100152,58,Female,Hyderabad,17,Basic,3058.89,1000,3,6,Monthly,0
100153,52,Male,Hyderabad,46,Basic,2227.55,50,3,2,Monthly,0
100154,60,Male,Mumbai,77,Basic,2057.26,1000,2,24,Monthly,0
100155,64,Male,Kolkata,117,Basic,817.56,200,2,24,Monthly,0
100156,70,Female,Kolkata,20,Premium,1538.14,500,5,23,Annual,1
100157,67,Female,Delhi,22,Basic,3713.52,200,1,2,Monthly,0
100158,47,Male,Mumbai,56,Premium,591.78,1000,4,8,Monthly,0
100159,56,Male,Kolkata,12,Family,2162.52,50,0,21,Biannual,1
100160,60,Female,Bengaluru,10,Premium,645.46,50,3,7,Monthly,1
100161,35,Female,Chennai,109,Premium,397.48,100,0,29,Monthly,0
100162,23,Male,Kolkata,73,Family,217.28,500,2,21,Annual,1
100163,33,Female,Pune,18,Premium,1612.67,50,0,25,Monthly,0
100164,67,Female,Pune,26,Basic,632.33,200,3,18,Monthly,0
100165,72,Male,Mumbai,44,Basic,965.01,50,4,21,Annual,1
100166,30,Female,Mumbai,107,Family,250.72,1000,1,22,Annual,0
100167,59,Female,Bengaluru,83,Standard,701.65,500,3,22,Annual,0
100168,58,Female,Bengaluru,107,Family,2683.56,200,1,25,Monthly,0
100169,46,Female,Bengaluru,50,Premium,794.85,500,1,10,Monthly,0
100170,72,Female,Pune,114,Basic,3043.6,50,0,18,Annual,0
100171,65,Male,Kolkata,11,Premium,788.02,50,1,25,Monthly,0
100172,55,Female,Chennai,8,Basic,529.6,100,1,23,Annual,0
100173,27,Female,Kolkata,92,Basic,655.01,50,2,22,Monthly,1
100174,41,Female,Delhi,108,Standard,3797.21,50,0,29,Annual,0
100175,39,Male,Pune,11,Premium,2512.4,500,5,7,Biannual,0
100176,22,Female,Delhi,79,Basic,400.85,1000,3,27,Monthly,0
100177,45,Female,Chennai,92,Premium,3242.79,500,1,29,Monthly,0
100178,30,Female,Kolkata,31,Family,1976.57,500,1,10,Annual,0
100179,59,Male,Kolkata,22,Basic,3716.04,50,1,24,Monthly,1
100180,29,Female,Delhi,110,Premium,2924.78,100,3,14,Biannual,0
100181,24,Male,Chennai,111,Premium,3216.42,200,3,22,Monthly,0
100182,74,Female,Hyderabad,103,Basic,1893.35,100,0,27,Annual,1
100183,51,Female,Mumbai,94,Basic,3641.76,200,5,24,Monthly,0
100184,39,Male,Mumbai,48,Basic,3037.88,100,2,5,Annual,0
100185,39,Female,Kolkata,86,Standard,900.0,50,4,21,Biannual,0
100186,48,Male,Kolkata,7,Standard,1358.42,200,1,8,Monthly,0
100187,61,Female,Pune,119,Premium,1994.95,50,4,9,Monthly,1
100188,46,Female,Pune,55,Premium,3150.4,100,2,24,Annual,0
100189,74,Male,Mumbai,113,Basic,3409.34,500,2,23,Annual,0
100190,69,Female,Pune,58,Premium,3060.86,500,3,19,Annual,0
100191,73,Male,Chennai,95,Standard,895.77,500,0,29,Annual,0
100192,73,Female,Bengaluru,89,Standard,727.87,500,5,21,Monthly,0
100193,30,Other,Pune,31,Family,1272.83,1000,4,28,Monthly,0
100194,30,Male,Mumbai,29,Standard,1251.6,500,0,25,Monthly,0
100195,63,Male,Hyderabad,28,Basic,3687.51,200,1,9,Annual,0
100196,54,Male,Hyderabad,68,Standard,3140.44,50,0,27,Monthly,1
100197,25,Female,Mumbai,68,Premium,2288.37,100,2,17,Annual,0
100198,39,Female,Mumbai,115,Standard,2466.63,50,2,15,Monthly,0
100199,59,Female,Delhi,84,Basic,2950.79,200,2,29,Biannual,0
100200,56,Male,Kolkata,78,Basic,619.89,100,4,18,Annual,1
100201,33,Female,Chennai,18,Basic,2930.57,50,2,2,Monthly,0
100202,61,Female,Hyderabad,11,Family,2999.57,500,1,28,Annual,0
100203,36,Male,Kolkata,32,Family,2366.27,100,2,24,Monthly,1
100204,46,Male,Hyderabad,78,Basic,3757.34,100,1,7,Biannual,1
100205,34,Male,Kolkata,115,Basic,1875.71,1000,1,11,Biannual,0
100206,23,Female,Kolkata,15,Premium,3426.05,1000,4,2,Annual,0
100207,53,Male,Kolkata,42,Basic,1952.62,1000,5,9,Monthly,0
100208,31,Male,Kolkata,33,Standard,2135.26,500,3,7,Biannual,0
100209,50,Male,Mumbai,107,Basic,986.61,100,3,15,Annual,0
100210,71,Female,Kolkata,1,Basic,3590.4,50,0,17,Monthly,0
100211,41,Female,Hyderabad,95,Basic,1858.65,1000,3,22,Monthly,1
100212,49,Male,Kolkata,29,Basic,1894.33,100,2,20,Annual,0
100213,51,Male,Chennai,14,Premium,844.34,50,2,5,Monthly,0
100214,63,Female,Mumbai,63,Basic,3566.51,100,2,2,Biannual,0
100215,58,Female,Chennai,25,Basic,3737.85,50,2,17,Monthly,0
100216,70,Female,Pune,67,Family,562.44,200,2,18,Annual,0
100217,45,Male,Mumbai,94,Basic,3312.97,500,2,8,Annual,1
100218,32,Female,Bengaluru,33,Basic,2556.1,200,2,1,Monthly,0
100219,63,Male,Kolkata,84,Standard,1888.85,500,2,13,Biannual,1
100220,59,Male,Pune,59,Family,1695.27,100,1,4,Annual,0
100221,60,Female,Kolkata,27,Family,2923.86,1000,6,0,Monthly,0
100222,50,Male,Pune,40,Family,3313.77,500,2,14,Annual,1
100223,52,Female,Hyderabad,20,Premium,504.82,50,3,7,Monthly,0
100224,49,Female,Kolkata,37,Premium,2132.27,1000,2,23,Monthly,0
100225,66,Female,Pune,91,Family,1774.06,500,0,2,Annual,0
100226,73,Male,Hyderabad,64,Standard,2739.65,200,2,10,Biannual,0
100227,56,Male,Hyderabad,115,Basic,3284.06,1000,3,8,Biannual,1
100228,36,Female,Delhi,5,Standard,656.31,1000,3,29,Annual,1
100229,27,Female,Chennai,7,Basic,313.68,1000,1,11,Monthly,0
100230,27,Male,Kolkata,110,Basic,3673.0,50,0,11,Annual,0
100231,31,Female,Hyderabad,52,Standard,3212.2,500,1,0,Monthly,0
100232,39,Male,Bengaluru,50,Basic,3356.07,200,1,28,Biannual,0
100233,61,Male,Hyderabad,1,Standard,2603.49,200,5,19,Annual,0
100234,19,Female,Chennai,91,Standard,287.09,500,3,9,Monthly,0
100235,49,Male,Mumbai,93,Standard,2372.37,500,1,15,Annual,0
100236,32,Male,Mumbai,40,Standard,1204.37,200,2,3,Monthly,0
100237,34,Female,Delhi,17,Premium,3694.53,100,1,28,Monthly,0
100238,66,Male,Mumbai,18,Standard,1425.9,1000,1,9,Annual,0
100239,43,Female,Hyderabad,84,Basic,2104.01,100,5,17,Monthly,0
100240,67,Female,Hyderabad,102,Basic,1468.42,1000,3,19,Biannual,0
100241,64,Female,Hyderabad,6,Standard,1252.72,50,3,16,Monthly,1
100242,51,Female,Hyderabad,92,Premium,714.54,100,1,22,Monthly,1
100243,39,Female,Bengaluru,70,Standard,3941.83,200,4,24,Monthly,0
100244,37,Male,Hyderabad,75,Standard,1405.46,1000,2,18,Biannual,1
100245,36,Male,Bengaluru,92,Family,448.16,100,3,11,Biannual,0
100246,18,Male,Mumbai,36,Basic,2703.6,200,2,6,Biannual,1
100247,31,Female,Delhi,52,Standard,1080.52,50,4,20,Biannual,1
100248,28,Female,Bengaluru,26,Basic,3651.4,50,2,21,Biannual,0
100249,70,Male,Delhi,72,Premium,861.95,1000,1,4,Monthly,1
100250,45,Male,Chennai,44,Premium,413.36,500,1,19,Monthly,0
100251,46,Female,Hyderabad,41,Standard,1217.6,100,0,26,Annual,0
100252,26,Female,Bengaluru,23,Basic,2458.23,1000,1,28,Annual,0
100253,73,Female,Chennai,68,Premium,2711.0,200,0,11,Annual,0
100254,51,Male,Kolkata,96,Family,2803.3,500,2,14,Monthly,0
100255,54,Female,Chennai,108,Family,375.91,500,7,3,Monthly,0
100256,43,Male,Mumbai,108,Basic,2602.64,1000,1,20,Monthly,0
100257,62,Male,Delhi,73,Basic,1254.05,100,4,10,Biannual,0
100258,69,Male,Chennai,32,Basic,1526.28,100,2,23,Annual,0
100259,72,Male,Chennai,105,Basic,2263.88,1000,1,26,Annual,0
100260,60,Female,Chennai,92,Family,2250.28,100,3,29,Monthly,0
100261,46,Male,Hyderabad,116,Family,2035.42,200,1,23,Monthly,0
100262,25,Male,Hyderabad,54,Family,2053.26,50,3,19,Annual,0
100263,67,Female,Chennai,22,Basic,1848.46,500,0,27,Biannual,0
100264,33,Male,Mumbai,104,Basic,3399.1,200,3,23,Monthly,0
100265,18,Male,Delhi,48,Basic,1027.59,100,3,29,Monthly,0
100266,36,Male,Delhi,4,Family,1347.75,200,2,23,Annual,0
100267,57,Female,Kolkata,118,Premium,3623.86,100,2,23,Monthly,1
100268,62,Male,Hyderabad,18,Standard,2170.98,200,1,27,Monthly,0
100269,66,Male,Hyderabad,38,Premium,3361.87,200,3,23,Annual,0
100270,18,Male,Mumbai,114,Basic,3644.19,100,2,6,Monthly,1
100271,62,Other,Pune,71,Basic,690.51,50,0,10,Monthly,0
100272,27,Male,Chennai,56,Premium,963.85,200,0,15,Monthly,0
100273,64,Male,Kolkata,98,Basic,3922.8,1000,1,18,Biannual,0
100274,74,Female,Bengaluru,70,Basic,259.75,1000,1,16,Annual,0
100275,52,Male,Bengaluru,48,Standard,2371.95,100,1,9,Annual,0
100276,66,Male,Bengaluru,32,Premium,947.87,1000,4,6,Monthly,0
100277,61,Female,Chennai,102,Premium,3883.82,1000,2,14,Monthly,0
100278,23,Male,Pune,24,Basic,2762.71,100,0,14,Monthly,0
100279,39,Male,Hyderabad,28,Family,3328.15,500,2,6,Monthly,0
100280,34,Male,Hyderabad,94,Standard,3917.9,50,1,3,Monthly,0
100281,59,Male,Bengaluru,43,Standard,3295.77,1000,3,12,Monthly,0
100282,29,Male,Hyderabad,56,Basic,2105.49,1000,2,16,Monthly,0
100283,60,Female,Mumbai,72,Basic,254.26,100,4,27,Annual,0
100284,50,Male,Delhi,34,Standard,632.83,1000,0,1,Monthly,0
100285,58,Male,Bengaluru,71,Basic,903.27,1000,4,2,Annual,1
100286,54,Male,Pune,83,Standard,629.92,1000,1,1,Annual,0
100287,23,Male,Mumbai,67,Standard,3068.64,100,3,11,Monthly,0
100288,46,Female,Mumbai,8,Premium,1748.22,50,1,16,Monthly,0
100289,61,Male,Chennai,115,Family,396.19,1000,1,24,Annual,0
100290,47,Male,Delhi,117,Family,1146.64,1000,2,14,Annual,0
100291,67,Female,Mumbai,51,Standard,488.18,100,4,3,Monthly,0
100292,64,Female,Pune,113,Family,1613.54,100,1,23,Biannual,0
100293,60,Female,Bengaluru,27,Basic,1744.39,1000,1,23,Monthly,0
100294,70,Female,Kolkata,82,Basic,1784.48,200,4,4,Annual,0
100295,66,Male,Bengaluru,95,Premium,3345.35,200,6,27,Annual,0
100296,49,Female,Hyderabad,13,Standard,2302.62,500,3,28,Monthly,0
100297,25,Female,Pune,112,Basic,2179.43,100,2,13,Annual,1
100298,46,Male,Mumbai,2,Family,868.4,50,1,13,Biannual,0
100299,65,Male,Delhi,59,Basic,3482.57,1000,4,15,Annual,0
100300,68,Other,Mumbai,113,Premium,3129.31,1000,3,8,Monthly,0
100301,66,Male,Bengaluru,46,Standard,3464.49,1000,3,21,Biannual,1
100302,32,Male,Hyderabad,39,Basic,975.66,1000,3,19,Monthly,0
100303,65,Male,Pune,50,Premium,3212.59,200,4,4,Monthly,1
100304,31,Male,Kolkata,44,Premium,3371.91,50,0,12,Monthly,0
100305,37,Male,Kolkata,104,Basic,814.83,1000,0,28,Biannual,0
100306,59,Male,Bengaluru,71,Basic,2211.65,100,4,24,Annual,0
100307,31,Female,Bengaluru,100,Standard,3806.69,1000,0,8,Monthly,0
100308,42,Female,Bengaluru,28,Basic,861.78,200,0,12,Annual,0
100309,21,Other,Bengaluru,71,Standard,2141.4,500,2,28,Monthly,0
100310,25,Female,Hyderabad,82,Basic,3979.52,1000,2,2,Annual,0
100311,67,Male,Bengaluru,102,Basic,1605.13,500,0,14,Annual,0
100312,60,Male,Chennai,57,Basic,2275.95,50,3,11,Annual,1
100313,50,Male,Chennai,78,Basic,324.21,1000,1,7,Annual,1
100314,51,Female,Mumbai,114,Standard,3739.09,50,0,3,Biannual,0
100315,29,Male,Kolkata,114,Family,3919.37,1000,0,13,Annual,1
100316,45,Female,Kolkata,87,Basic,3416.48,1000,1,20,Monthly,0
100317,22,Male,Delhi,38,Premium,2965.67,200,1,21,Annual,0
100318,56,Other,Bengaluru,62,Basic,2774.58,1000,1,15,Annual,1
100319,49,Female,Kolkata,116,Premium,731.55,200,1,21,Annual,0
100320,67,Female,Kolkata,56,Basic,601.72,500,2,19,Annual,0
100321,48,Female,Chennai,19,Basic,530.59,1000,0,6,Annual,0
100322,32,Male,Delhi,22,Basic,2406.16,100,2,6,Monthly,0
100323,62,Female,Hyderabad,25,Standard,1994.66,200,1,13,Monthly,0
100324,61,Male,Chennai,57,Standard,2354.29,200,1,21,Monthly,0
100325,30,Female,Hyderabad,16,Basic,2735.39,1000,4,20,Annual,1
100326,34,Male,Bengaluru,44,Premium,913.78,100,3,1,Annual,0
100327,67,Female,Mumbai,22,Standard,3386.67,200,2,21,Annual,0
100328,44,Male,Pune,21,Standard,1807.71,100,3,4,Monthly,0
100329,50,Female,Pune,20,Standard,2534.09,200,0,8,Annual,0
100330,61,Other,Chennai,112,Family,2376.16,50,2,8,Annual,0
100331,51,Female,Delhi,108,Basic,1319.54,100,0,24,Biannual,0
100332,26,Female,Chennai,57,Premium,2615.41,1000,1,14,Annual,0
100333,70,Other,Mumbai,26,Standard,3764.75,1000,3,27,Annual,0
100334,48,Female,Chennai,82,Standard,3395.53,100,2,24,Monthly,0
100335,51,Other,Chennai,25,Family,3615.28,200,4,13,Monthly,0
100336,33,Female,Bengaluru,63,Standard,3652.51,50,4,21,Monthly,0
100337,40,Female,Mumbai,120,Basic,3441.72,200,2,15,Monthly,0
100338,74,Male,Hyderabad,3,Basic,1658.13,50,1,24,Monthly,0
100339,71,Female,Kolkata,107,Premium,626.98,1000,1,18,Biannual,1
100340,52,Male,Hyderabad,110,Basic,3921.15,1000,1,6,Monthly,0
100341,30,Male,Delhi,80,Standard,2091.03,100,2,23,Annual,0
100342,22,Female,Pune,49,Standard,1264.23,100,7,22,Biannual,0
100343,62,Male,Hyderabad,76,Basic,456.64,200,2,1,Monthly,0
100344,73,Male,Hyderabad,23,Basic,1930.39,500,5,17,Monthly,0
100345,38,Male,Hyderabad,18,Standard,3060.22,50,1,22,Monthly,0
100346,61,Female,Pune,82,Standard,318.17,500,2,10,Monthly,1
100347,67,Male,Bengaluru,119,Family,410.06,50,3,10,Annual,1
100348,36,Male,Hyderabad,36,Standard,833.1,1000,2,5,Monthly,0
100349,74,Male,Delhi,54,Family,1032.67,100,2,22,Monthly,0
100350,39,Female,Mumbai,32,Standard,2345.11,1000,2,4,Monthly,0
100351,68,Male,Mumbai,4,Premium,3822.4,100,0,23,Monthly,1
100352,40,Female,Delhi,52,Basic,3504.01,500,1,20,Biannual,1
100353,36,Male,Delhi,119,Standard,1879.34,1000,0,20,Annual,0
100354,23,Female,Delhi,93,Standard,757.76,500,3,7,Monthly,1
100355,57,Female,Chennai,68,Standard,813.26,50,3,21,Annual,0
100356,73,Male,Chennai,42,Premium,2555.32,500,1,4,Monthly,0
100357,23,Male,Mumbai,52,Standard,2997.82,50,2,10,Monthly,0
100358,23,Male,Mumbai,62,Basic,1048.83,1000,3,12,Monthly,0
100359,24,Female,Delhi,106,Standard,3721.37,200,1,26,Annual,0
100360,49,Male,Hyderabad,59,Basic,2070.15,500,5,17,Annual,0
100361,47,Female,Pune,100,Standard,1634.14,1000,0,8,Annual,0
100362,34,Male,Kolkata,42,Standard,1623.72,50,1,1,Annual,0
100363,60,Female,Bengaluru,33,Premium,593.5,500,1,27,Monthly,0
100364,72,Male,Pune,82,Basic,3441.68,100,2,9,Annual,0
100365,64,Other,Chennai,58,Standard,2620.95,500,3,17,Annual,0
100366,22,Female,Mumbai,25,Basic,2670.97,50,2,2,Monthly,1
100367,64,Male,Kolkata,88,Premium,1112.15,1000,3,16,Monthly,1
100368,56,Female,Kolkata,24,Family,1700.58,500,1,13,Monthly,0
100369,31,Female,Hyderabad,119,Standard,2514.5,200,1,14,Annual,0
100370,20,Male,Pune,2,Standard,995.44,100,0,14,Monthly,0
